mpd_arrest_number,mpd_arrest_date,person_type,top_charge,mpd_charge_category,mpd_charge_description,charge_code,age,arrest_count,race,ethnicity,sex,home_psa,arrest_district,arrest_psa,home_city,home_state,pdid,ccn,latitude,longitude,dmpsj_category,year,month,is_marijuana
131122676435732953765830331053578179575,2016-08-13 12:04:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,22,6.0,Black,Not Hispanic Or Latino,Male,102,1D,102,WASHINGTON,DC,90304756099792076295354877404911254951,68061221944454712304825539355838946897,38.9,-77.018,Robbery,2016,8,False
73977155622679361187293790914414006824,2016-08-13 13:28:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,55,5.0,Black,Unknown,Male,708,7D,708,WASHINGTON,DC,269205535603318610994190658730732866217,94523064138870462787461031742724081602,38.830999999999996,-77.01,Drugs,2016,8,False
247605070168879462716956355338195530957,2016-08-13 13:44:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),62,1.0,Black,Not Hispanic Or Latino,Female,706,7D,707,WASHINGTON,DC,17497644579193937316933751156742758057,16749398839078338809329673000591764120,38.832,-77.008,Drugs,2016,8,False
247605070168879462716956355338195530957,2016-08-13 13:44:00,DEFENDANT IN ARREST,,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),62,1.0,Black,Not Hispanic Or Latino,Female,706,7D,707,WASHINGTON,DC,17497644579193937316933751156742758057,16749398839078338809329673000591764120,38.832,-77.008,Drugs,2016,8,False
179642170428432313420266106327645406386,2016-08-13 15:09:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),33,4.0,Black,Not Hispanic Or Latino,Female,703,7D,703,WASHINGTON,DC,115956716115111354834761984907086398197,196650607893235647861536821761364925312,38.861,-77.001,Assault,2016,8,False
332813223602966607943834819536048301275,2016-08-13 15:25:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),46,1.0,Black,Unknown,Male,702,5D,503,BOWIE,MD,204370251722935188977887355782344966799,172858453696408319133171732523484628536,38.918,-76.972,Assault,2016,8,False
332813223602966607943834819536048301275,2016-08-13 15:25:00,DEFENDANT IN ARREST,,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),46,1.0,Black,Unknown,Male,702,5D,503,BOWIE,MD,204370251722935188977887355782344966799,172858453696408319133171732523484628536,38.918,-76.972,Assault,2016,8,False
332813223602966607943834819536048301275,2016-08-13 15:25:00,DEFENDANT IN ARREST,,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,46,1.0,Black,Unknown,Male,702,5D,503,BOWIE,MD,204370251722935188977887355782344966799,172858453696408319133171732523484628536,38.918,-76.972,Assault,2016,8,False
236353214722115208833620100225695218304,2016-08-13 17:16:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,32,12.0,Black,Unknown,Female,Unknown,7D,704,,,144495502190418923452032894222039428854,38988416286594292146819059749997762678,38.85,-76.975,Drugs,2016,8,False
336299431284583202181299938242485002654,2016-08-13 17:30:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Assault With Significant Bodily Injury,22DC404(A)(2),29,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,105,CAPITAL HEIGHTS,MD,38349007536182036441992153559447542762,305791804836487860461641190637464500121,38.876,-77.02199999999999,Assault,2016,8,False
207668098848502693522491576402449777022,2016-08-13 19:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,5.0,Black,Not Hispanic Or Latino,Male,Unknown,7D,706,WASHINGTON,DC,158371437347562643223620684747471434568,148907763780269072224238186300987094989,38.832,-76.992,Failure to appear,2016,8,False
19704747314157517733684182294125568942,2016-08-13 19:50:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,8.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,704,TEMPLE HILLS,MD,216624252944697257598968819255386035389,136241325072281549936042411091172202156,38.845,-76.971,Failure to appear,2016,8,False
19704747314157517733684182294125568942,2016-08-13 19:50:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,8.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,704,TEMPLE HILLS,MD,216624252944697257598968819255386035389,136241325072281549936042411091172202156,38.845,-76.971,Failure to appear,2016,8,False
19704747314157517733684182294125568942,2016-08-13 19:50:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,8.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,704,TEMPLE HILLS,MD,216624252944697257598968819255386035389,136241325072281549936042411091172202156,38.845,-76.971,Failure to appear,2016,8,False
169079335367618037681650017774742973499,2016-08-13 20:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,44,20.0,Black,Not Hispanic Or Latino,Male,101,1D,101,WASHINGTON,DC,16419966705518611042928933836016022893,74707617173817858426534647255312623867,38.900999999999996,-77.029,Drugs,2016,8,False
232853114916286394250850746332559807285,2016-08-13 20:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,21,13.0,Black,Not Hispanic Or Latino,Male,502,7D,707,WASHINGTON,DC,189229685175428034780465420847360305151,291722956781523885682438899497452159184,38.845,-76.998,Drugs,2016,8,False
240769868809939695511347722672823953674,2016-08-13 23:36:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,15.0,Black,Not Hispanic Or Latino,Female,405,5D,506,WASHINGTON,DC,82703397667709552298768559317871429804,26106271614667765860041077417629550168,38.908,-76.988,Failure to appear,2016,8,False
240769868809939695511347722672823953674,2016-08-13 23:36:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,15.0,Black,Not Hispanic Or Latino,Female,405,5D,506,WASHINGTON,DC,82703397667709552298768559317871429804,26106271614667765860041077417629550168,38.908,-76.988,Failure to appear,2016,8,False
240769868809939695511347722672823953674,2016-08-13 23:36:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,15.0,Black,Not Hispanic Or Latino,Female,405,5D,506,WASHINGTON,DC,82703397667709552298768559317871429804,26106271614667765860041077417629550168,38.908,-76.988,Failure to appear,2016,8,False
240769868809939695511347722672823953674,2016-08-13 23:36:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,29,15.0,Black,Not Hispanic Or Latino,Female,405,5D,506,WASHINGTON,DC,82703397667709552298768559317871429804,26106271614667765860041077417629550168,38.908,-76.988,Failure to appear,2016,8,False
9359612825733457303140027174426307824,2016-08-14 00:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),27,4.0,Black,Unknown,Male,702,6D,608,WASHINGTON,DC,2724734937122816606377105911236915533,213843268124513352311327572953351651202,38.89,-76.923,Assault,2016,8,False
152670796037964013472166531471906033893,2016-08-14 00:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),41,6.0,White,Unknown,Male,OUT OF STATE,3D,303,ARLINGTON,VA,323662590278297930192062823779043964331,43805078507039417300473214244576466754,38.922,-77.042,Assault,2016,8,False
95232629753159149499069300260560786612,2016-08-14 00:40:00,DEFENDANT IN ARREST,Yes,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,40,1.0,White,Not Hispanic Or Latino,Male,204,2D,204,WASHINGTON,DC,158272334720604283804884040019705251319,274922982980927453947664487697329594133,38.933,-77.072,Property,2016,8,False
165551953521431437576549923987254743288,2016-08-14 00:40:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),25,0.0,White,Not Hispanic Or Latino,Male,204,2D,204,WASHINGTON,DC,54227599828901026625738668990575548666,274922982980927453947664487697329594133,38.933,-77.072,Assault,2016,8,False
185712031145792219339509630260246587461,2016-08-14 02:05:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,22,11.0,Black,Unknown,Male,505,5D,507,WASHINGTON,DC,267219323307678269428203397357970583706,327376043849041970473149155356607974590,38.9,-76.982,Vehicle,2016,8,False
84031481808482077771572283315588907053,2016-08-14 02:49:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,Second Degree Cruelty To Children (all Other Offenses),22DC1101B,33,2.0,Black,Unknown,Male,OUT OF STATE,6D,603,SUITLAND,MD,74953709964909228384479357913433163524,301897973918539668896807072546078542591,38.882,-76.946,Cruelty to children,2016,8,False
32333013064740877231210275008770791755,2016-08-14 03:27:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),20,1.0,Black,Not Hispanic Or Latino,Male,701,7D,701,WASHINGTON,DC,305870671765603870507444470485955443743,38284830744364609293645938708052596265,38.86,-76.97399999999999,Assault,2016,8,False
330093506855440751059102540801282415166,2016-08-14 04:20:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),25,14.0,Black,Not Hispanic Or Latino,Male,404,3D,305,WASHINGTON,DC,201402760409922220947361347187190029257,188768645515862289770851596424578494018,38.917,-77.029,Assault,2016,8,False
269655063991606757272771815262703129689,2016-08-14 10:20:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,36,6.0,Black,Not Hispanic Or Latino,Male,603,6D,603,WASHINGTON,DC,138969950716014928078625966464355355636,339586706737489230859056968452014348316,38.885,-76.949,Assault,2016,8,False
251686661720959782713373142687977144237,2016-08-14 11:50:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,23,6.0,Unknown,Hispanic Or Latino,Male,404,3D,302,WASHINGTON,DC,114282864639038928797051570037581025805,167390743638049552974800581696717315697,38.929,-77.033,Failure to appear,2016,8,False
301296646760832524823996666098528421649,2016-08-14 13:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,48,24.0,Black,Unknown,Male,102,2D,206,WASHINGTON,DC,4397468393300184271234462247138406716,293949858095588381052936576216425215138,38.903,-77.062,Failure to appear,2016,8,False
102020783892581591093723140640728845488,2016-08-14 16:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,73,7.0,Black,Not Hispanic Or Latino,Male,301,3D,301,WASHINGTON,DC,149365630005136316484420100826902882340,338761311708674964156708635760445701998,38.917,-77.03399999999999,Failure to appear,2016,8,False
144639614238664398305995544735337182007,2016-08-14 17:00:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,20,27.0,Black,Not Hispanic Or Latino,Male,601,5D,502,WASHINGTON,DC,269125835891819624155302464716953676511,96331060021636960693935013157178328768,38.92,-76.999,Assault,2016,8,False
292666968400865269969215665877815600965,2016-08-14 18:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Contempt - Felony,11DC944A,38,10.0,Black,Unknown,Male,107,1D,105,TEMPLE HILLS,MD,280995609632995145402857839361915061024,325351699786519694828498663323873348645,38.873000000000005,-77.01,Contempt,2016,8,False
204265669490310291141942081569412918640,2016-08-14 18:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,19,1.0,Black,Unknown,Male,OUT OF STATE,7D,705,LANDOVER,MD,148838045767999935673316382126421547253,212802892781987083657856090319750460410,38.842,-76.985,Drugs,2016,8,False
204265669490310291141942081569412918640,2016-08-14 18:40:00,DEFENDANT IN ARREST,,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),19,1.0,Black,Unknown,Male,OUT OF STATE,7D,705,LANDOVER,MD,148838045767999935673316382126421547253,212802892781987083657856090319750460410,38.842,-76.985,Drugs,2016,8,False
42174435179696396090051485438102025829,2016-08-14 19:30:00,DEFENDANT IN ARREST,Yes,Fraud and Financial Crimes,Extortion,22DC3251,23,14.0,Black,Not Hispanic Or Latino,Male,403,1D,102,WASHINGTON,DC,295329753826961602035923768189009681128,85491546816143042028996234816597935582,38.897,-77.02199999999999,Other,2016,8,False
131628379185446258212805311785055879051,2016-08-14 19:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,11.0,Black,Unknown,Male,706,7D,706,WASHINGTON,DC,201939898097127000682086710223324859103,292463577004153517840519185842623768541,38.833,-76.988,Failure to appear,2016,8,False
106237153324149218879881296593341034389,2016-08-14 21:50:00,DEFENDANT IN ARREST,Yes,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),22DC405C,20,6.0,Black,Not Hispanic Or Latino,Male,608,6D,608,WASHINGTON,DC,128727805357823253038422029899967476813,27943172592644166332348588664595875011,38.895,-76.92399999999999,Assault on a police officer,2016,8,False
106237153324149218879881296593341034389,2016-08-14 21:50:00,DEFENDANT IN ARREST,,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,20,6.0,Black,Not Hispanic Or Latino,Male,608,6D,608,WASHINGTON,DC,128727805357823253038422029899967476813,27943172592644166332348588664595875011,38.895,-76.92399999999999,Weapons,2016,8,False
106237153324149218879881296593341034389,2016-08-14 21:50:00,DEFENDANT IN ARREST,,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),20,6.0,Black,Not Hispanic Or Latino,Male,608,6D,608,WASHINGTON,DC,128727805357823253038422029899967476813,27943172592644166332348588664595875011,38.895,-76.92399999999999,Drugs,2016,8,False
338022896583337566845027184087562236649,2016-08-14 22:57:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),30,2.0,Black,Not Hispanic Or Latino,Female,103,1D,103,DETROIT,MI,51123958068758657677288246481554559085,146584063542041005165453766061284394489,38.899,-77.013,Assault,2016,8,False
222159208187598459799994894084145763836,2016-08-15 01:10:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),54,3.0,Black,Not Hispanic Or Latino,Female,707,7D,707,WASHINGTON,DC,314298625577088992344837459341465297606,168104599190928928432122566986419375562,38.848,-77.002,Assault,2016,8,False
109832034789761584474185760654864502174,2016-08-15 02:33:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),57,0.0,White,Unknown,Male,305,4D,402,TAKOMA,MD,170269230671289543983805380228961995769,137311920436820645375573853786827610382,38.963,-77.027,Assault,2016,8,False
15083668851020641078771758801073980767,2016-08-15 03:16:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,28,0.0,Black,Not Hispanic Or Latino,Female,104,3D,303,FREDERICKSBURG,VA,246023267858710897302629864086767290664,21575664859286358164704369082532227505,38.924,-77.041,Assault,2016,8,False
337407322584859090754379142145145842642,2016-08-15 03:33:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),47,9.0,Black,Not Hispanic Or Latino,Male,608,6D,607,WASHINGTON,DC,320265549016991594232133645997218593942,79185548099803801653519157099998794102,38.87,-76.98,Assault,2016,8,False
337407322584859090754379142145145842642,2016-08-15 03:33:00,DEFENDANT IN ARREST,,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,47,9.0,Black,Not Hispanic Or Latino,Male,608,6D,607,WASHINGTON,DC,320265549016991594232133645997218593942,79185548099803801653519157099998794102,38.87,-76.98,Assault,2016,8,False
68908442135313146768270480985462535080,2016-08-15 03:40:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),37,0.0,Black,Unknown,Male,607,6D,607,WASHINGTON,DC,92713442364252930821540653155191632404,94727275310738931474194978077045643936,38.87,-76.98,Assault,2016,8,False
5022223861135129389763082313297668781,2016-08-15 04:00:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,19,1.0,Black,Not Hispanic Or Latino,Male,105,1D,105,WASHINGTON,DC,333271226854950861589808999683965097302,164619801614342033042758929625126798498,38.876999999999995,-77.013,Robbery,2016,8,False
269424415584774613888587495872740996397,2016-08-15 04:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),47,0.0,Black,Not Hispanic Or Latino,Male,405,4D,405,WASHINGTON,DC,155957773391232334340590301865825105958,207375805940160802825461916068988396124,38.944,-77.00399999999999,Assault,2016,8,False
207062778320879216648975356187087962805,2016-08-15 06:55:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,44,2.0,Black,Not Hispanic Or Latino,Male,604,6D,608,WASHINGTON,DC,223357969391710113624041205126639427945,21423391494068708919479059255148993140,38.9,-76.93,Robbery,2016,8,False
314722240711435463017309016173628915510,2016-08-15 12:30:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),66,3.0,Black,Not Hispanic Or Latino,Male,301,3D,305,WASHINGTON,DC,45121074902492169361505823218283528225,130354836376003951508882078253883574183,38.918,-77.032,Assault,2016,8,False
256350282138080470461415956474209330113,2016-08-15 13:00:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,22,8.0,Black,Not Hispanic Or Latino,Male,706,1D,107,WASHINGTON,DC,242433197787275922193286956545973672374,96166679626927520549166268877616130090,38.884,-76.995,Burglary,2016,8,False
156855954054139367984995850641571549169,2016-08-15 13:33:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",29,5.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,2D,207,CHELTENHAM,MD,120719371900229429536952600374114975972,158627207920833539169758857837325957862,38.906,-77.05199999999999,Theft,2016,8,False
271173327594791960987815043259613962983,2016-08-15 15:53:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),21,5.0,Black,Not Hispanic Or Latino,Male,703,1D,102,WASHINGTON,DC,85244661988268893077511643577391508052,328406944349612515507716580323275751312,38.894,-77.01899999999999,Assault,2016,8,False
251028077493141852971817656559440462349,2016-08-15 16:00:00,DEFENDANT IN ARREST,Yes,Sex Offenses,First Degree Child Sex Abuse (rape),22DC3008,36,1.0,White,Unknown,Male,701,7D,701,WASHINGTON,DC,329820490173691771468327855100669592548,182879654971303197000827414656360597356,38.865,-76.975,Sex offense,2016,8,False
251028077493141852971817656559440462349,2016-08-15 16:00:00,DEFENDANT IN ARREST,,Sex Offenses,Second Degree Child Sex Abuse (rape),22DC3009.02,36,1.0,White,Unknown,Male,701,7D,701,WASHINGTON,DC,329820490173691771468327855100669592548,182879654971303197000827414656360597356,38.865,-76.975,Sex offense,2016,8,False
133465371267704693947675394377637257774,2016-08-15 17:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,33,10.0,Black,Not Hispanic Or Latino,Male,601,7D,704,WASHINGTON,DC,214595201247492301387900937932924519380,66109481620510720438554061904619558996,38.853,-76.982,Failure to appear,2016,8,False
138825134964813605461531720121935195171,2016-08-15 17:23:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,25,0.0,White,Unknown,Female,OUT OF STATE,3D,307,NEW BERN,NC,229713510616188178717526545050077856732,330662311267865012807971133034676093247,38.911,-77.027,Weapons,2016,8,False
298882772540548645742386333293413224461,2016-08-15 18:45:00,DEFENDANT IN ARREST,Yes,Sex Abuse,First Degree Sexual Abuse,22DC3002(A)(1),38,2.0,Black,Unknown,Male,402,Unknown,Unknown,WASHINGTON,DC,36437763180809362038254831574594650946,130074899156468524331799933662200392704,,,Sex offense,2016,8,False
18437226201547831441826399933721609453,2016-08-15 19:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,41,0.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,106,CAPITOL HEIGHTS,MD,22711518105607077752690022221170207290,175904232403904192992291663070548272479,38.879,-76.991,Drugs,2016,8,False
270035882285838444851123348445968151326,2016-08-15 20:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,37,32.0,Black,Unknown,Male,702,1D,107,WASHINGTON,DC,246008015716231369348229273946873673136,59978729895087935991908778912907465706,38.884,-76.99600000000001,Failure to appear,2016,8,False
249797691418243976387126980687671223476,2016-08-15 20:02:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,40,15.0,Black,Unknown,Male,402,4D,403,WASHINGTON,DC,131684060065855209208841318575982573415,29865808327901230742587376439944157250,38.958,-77.023,Vehicle,2016,8,False
237125344922480166797264491855459081554,2016-08-15 21:17:00,DEFENDANT IN ARREST,Yes,Motor Vehicle Theft,Theft First Degree (Stolen Auto),22DC3211,54,7.0,Black,Unknown,Male,602,5D,506,WASHINGTON,DC,146537587626330845281850140944099910324,11233637450918067080599781252623577998,38.913000000000004,-76.976,Theft,2016,8,False
237125344922480166797264491855459081554,2016-08-15 21:17:00,DEFENDANT IN ARREST,,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,54,7.0,Black,Unknown,Male,602,5D,506,WASHINGTON,DC,146537587626330845281850140944099910324,11233637450918067080599781252623577998,38.913000000000004,-76.976,Vehicle,2016,8,False
237125344922480166797264491855459081554,2016-08-15 21:17:00,DEFENDANT IN ARREST,,Damage to Property,Destruction Of Property $1000 Or More,22DC303F,54,7.0,Black,Unknown,Male,602,5D,506,WASHINGTON,DC,146537587626330845281850140944099910324,11233637450918067080599781252623577998,38.913000000000004,-76.976,Property,2016,8,False
130822861842525251780573810961931859769,2016-08-15 21:26:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,18,0.0,Black,Not Hispanic Or Latino,Male,707,7D,707,WASHINGTON,DC,98013654934659036695127364985401754257,175682447110988580284705517858713316759,38.846,-77.00399999999999,Weapons,2016,8,False
336470904789853838243362562906888313797,2016-08-15 23:30:00,DEFENDANT IN ARREST,Yes,Motor Vehicle Theft,Theft First Degree (Stolen Auto),22DC3211,27,15.0,Black,Not Hispanic Or Latino,Male,603,5D,507,SUITLAND,MD,202520557373288339687965678566660510507,1654524195559094799309839342507666956,38.899,-76.975,Theft,2016,8,False
260359085465379830582676387079844922334,2016-08-16 00:20:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,18,6.0,Black,Not Hispanic Or Latino,Male,407,6D,604,WASHINGTON,DC,323836413941392074026406405347524503318,95900929420014726542125046195231553198,38.885,-76.925,Assault,2016,8,False
111133160494522166505263404315323925420,2016-08-16 00:30:00,DEFENDANT IN ARREST,Yes,Sex Abuse,Assault W/intent To Commit First Degree Sexual Abuse (force) (rape),"22DC401,3002(A)(1)",58,0.0,Unknown,Unknown,Unknown,504,5D,504,WASHINGTON,DC,231632639365260503791120500042571394512,186450440665370421031212695095424850071,38.928000000000004,-76.988,Sex offense,2016,8,False
112812094267783189339803790521209410811,2016-08-16 00:56:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,27,3.0,Black,Not Hispanic Or Latino,Female,704,7D,702,WASHINGTON,DC,29265681671016189782409809918696002207,357210463597187709833269106214869542,38.853,-76.97,Failure to appear,2016,8,False
184431977855796188636079806438985499936,2016-08-16 01:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,22DC4504(A)(2)-Y-3,23,19.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,102,CAPITOL HEIGHTS,MD,103044513072708253573998693688747861039,275779085925030414998669144090678736125,38.9,-77.02199999999999,Weapons,2016,8,False
179549656870993307640897814382802152263,2016-08-16 01:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,27,3.0,Black,Unknown,Male,708,7D,708,WASHINGTON,DC,62359921437704887683488279877254366809,80103818013792185070544312979515756144,38.825,-77.006,Drugs,2016,8,False
62335418831383298714102811536529277599,2016-08-16 02:00:00,DEFENDANT IN ARREST,Yes,Sex Offenses,Third Degree Sex Abuse- Force,22DC3004[1],52,11.0,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,295100657879431666519443192644620927040,64210925604946371207740405090845890267,38.907,-76.97800000000001,Sex offense,2016,8,False
62335418831383298714102811536529277599,2016-08-16 02:00:00,DEFENDANT IN ARREST,,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,52,11.0,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,295100657879431666519443192644620927040,64210925604946371207740405090845890267,38.907,-76.97800000000001,Assault,2016,8,False
163040014294631122722845696014315923726,2016-08-16 03:40:00,DEFENDANT IN ARREST,Yes,Motor Vehicle Theft,Theft First Degree (Stolen Auto),22DC3211,47,7.0,Black,Unknown,Male,701,7D,701,WASHINGTON,DC,13608723002977542243166303716913124348,336938550352339802956123306144252767852,38.863,-76.982,Theft,2016,8,False
163040014294631122722845696014315923726,2016-08-16 03:40:00,DEFENDANT IN ARREST,,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,47,7.0,Black,Unknown,Male,701,7D,701,WASHINGTON,DC,13608723002977542243166303716913124348,336938550352339802956123306144252767852,38.863,-76.982,Vehicle,2016,8,False
93154944042119014853810883311983453136,2016-08-16 07:18:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,18,4.0,Black,Not Hispanic Or Latino,Male,507,5D,507,WASHINGTON,DC,154914318872126180117988207034508320198,96432681660853569064618580992387191583,38.898,-76.977,Robbery,2016,8,False
94444841722815454777727732451655645811,2016-08-16 08:55:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,31,4.0,Black,Unknown,Male,502,5D,502,WASHINGTON,DC,135502526398957741287294717923640545116,135649767950228967536075717901569055112,38.925,-77.001,Robbery,2016,8,False
338408242428579225974143844173028548929,2016-08-16 10:58:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,42,1.0,Black,Unknown,Male,607,6D,607,WASHINGTON,DC,78730442487739004061836872662520601771,248651432339498362732497446139700756276,38.874,-76.97399999999999,Failure to appear,2016,8,False
327629483420148214817814699709640505403,2016-08-16 11:24:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,60,1.0,Black,Not Hispanic Or Latino,Male,602,6D,602,WASHINGTON,DC,1183383996251922861588843163788693447,194042024222641394739221547875297233835,38.896,-76.92699999999999,Drugs,2016,8,False
