mpd_arrest_number,mpd_arrest_date,person_type,top_charge,mpd_charge_category,mpd_charge_description,charge_code,age,arrest_count,race,ethnicity,sex,home_psa,arrest_district,arrest_psa,home_city,home_state,pdid,ccn,latitude,longitude,dmpsj_category,year,month,is_marijuana
191591325589542856241358354525850703510,2016-01-03 17:15:00,DEFENDANT IN ARREST,,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Government Official (destruction/damage/vandalism Of Property)",22DC851(C),18,1.0,Black,Unknown,Male,405,4D,405,WASHINGTON,DC,211963239536199206069916136201389795199,274293015357817276018149103937879075541,38.946,-76.997,Property,2016,1,False
98538332332149064786470527305010007578,2016-01-03 20:10:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),63,0.0,Black,Not Hispanic Or Latino,Male,201,2D,201,WASHINGTON,DC,252461821492504598571608933600853046781,325443727495738703574567214354008098019,38.984,-77.056,Assault,2016,1,False
64029576100365283403995602681487278864,2016-01-04 00:20:00,DEFENDANT IN ARREST,Yes,Motor Vehicle Theft,Theft First Degree (Stolen Auto),22DC3211,58,22.0,Black,Unknown,Male,507,5D,506,WASHINGTON,DC,4113320174913701978766619249517527987,296928906038376666291146564019238191720,38.912,-76.987,Theft,2016,1,False
64029576100365283403995602681487278864,2016-01-04 00:20:00,DEFENDANT IN ARREST,,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,58,22.0,Black,Unknown,Male,507,5D,506,WASHINGTON,DC,4113320174913701978766619249517527987,296928906038376666291146564019238191720,38.912,-76.987,Vehicle,2016,1,False
331461951194638591941446708941752101993,2016-01-04 00:45:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",54,4.0,Black,Unknown,Male,606,6D,606,WASHINGTON,DC,227442492242386829871055874619558391426,156062262409959911559128519025387224508,38.859,-76.96600000000001,Theft,2016,1,False
293202902505253942957222927553455938909,2016-01-04 00:45:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",53,7.0,Black,Unknown,Male,405,6D,606,WASHINGTON,DC,80884861555121349561717529793988672286,156062262409959911559128519025387224508,38.858000000000004,-76.96600000000001,Theft,2016,1,False
262719726851098088842752891819516987292,2016-01-04 06:13:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",51,0.0,White,Unknown,Female,OUT OF STATE,1D,102,MARCO ISLAND,FL,191131019399054290877661214178459297548,209835246390302263762251707281837977723,38.894,-77.017,Theft,2016,1,False
81262803183828536368885334576965858351,2016-01-04 08:24:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",49,0.0,Black,Unknown,Male,OUT OF STATE,1D,102,GREENWOOD,SC,195375890302120835976984169769713659484,149152794920993802191098536245068957503,38.894,-77.017,Theft,2016,1,False
158703078048831090146040078686438649405,2016-01-04 10:30:00,DEFENDANT IN ARREST,Yes,Sex Offenses,Second Degree Child Sex Abuse (rape),22DC3009.02,19,6.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,102,SUITLAND,MD,155062600874861545209165712740588112936,120458314019442636029461406820171175812,38.894,-77.01899999999999,Sex offense,2016,1,False
245400041086295856503455765788423972033,2016-01-04 10:40:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,22,11.0,Black,Not Hispanic Or Latino,Male,601,7D,706,WASHINGTON,DC,331346259315878018632113436825886350253,25921578165586099566635096875621781074,38.828,-76.998,Burglary,2016,1,False
332810735674992522844550418242239602992,2016-01-04 11:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),55,2.0,Black,Not Hispanic Or Latino,Male,Unknown,1D,103,,,198282040173232039547910148280982865355,19073905684314295146863383376400405342,38.903,-77.01100000000001,Assault,2016,1,False
332810735674992522844550418242239602992,2016-01-04 11:00:00,DEFENDANT IN ARREST,,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,55,2.0,Black,Not Hispanic Or Latino,Male,Unknown,1D,103,,,198282040173232039547910148280982865355,19073905684314295146863383376400405342,38.903,-77.01100000000001,Assault,2016,1,False
340188585678609733581973314838001004097,2016-01-04 11:52:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Aggravated Assault,22DUSC00404.01,40,3.0,Black,Not Hispanic Or Latino,Male,605,6D,601,WASHINGTON,DC,27720597863573739388549692328107295393,201449548048398160123120142229865358163,38.903,-76.947,Assault,2016,1,False
122946361512567154478073868947030056556,2016-01-04 12:00:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,22,7.0,Black,Not Hispanic Or Latino,Female,OUT OF STATE,7D,702,SUITLAND,MD,77698330605181485967633655943777200719,138900447136676497151691601881524622930,38.853,-76.97,Robbery,2016,1,False
62114598148764958284505891227381528552,2016-01-04 16:20:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),38,10.0,Black,Not Hispanic Or Latino,Male,505,1D,102,WASHINGTON,DC,265614877896140257398370027585111362326,38380771590991687109983575704224304103,38.894,-77.01899999999999,Assault,2016,1,False
336341676126168627373537343218944583609,2016-01-04 16:35:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),24,0.0,Black,Unknown,Female,104,5D,507,WASHINGTON,DC,270180285388251910750378678019759485048,122497645089298664222255055284315023872,38.9,-76.973,Assault,2016,1,False
336341676126168627373537343218944583609,2016-01-04 16:35:00,DEFENDANT IN ARREST,,Weapon Violations,Possess Prohibited Weapon,22DC4503-X,24,0.0,Black,Unknown,Female,104,5D,507,WASHINGTON,DC,270180285388251910750378678019759485048,122497645089298664222255055284315023872,38.9,-76.973,Weapons,2016,1,False
42676355528949105517238095094251739772,2016-01-04 18:12:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,31,12.0,Black,Unknown,Male,603,6D,603,WASHINGTON,DC,41916117889401372692858988153849537339,192815730158070571571006771470767151481,38.885999999999996,-76.95100000000001,Drugs,2016,1,False
197061233721551694602736099662621995879,2016-01-04 18:38:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,20,5.0,Black,Not Hispanic Or Latino,Male,Unknown,5D,505,WASHINGTON,DC,279767016482517636328040562029894077429,144261777725213471851994980895818011055,38.923,-76.986,Weapons,2016,1,False
197061233721551694602736099662621995879,2016-01-04 18:38:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,20,5.0,Black,Not Hispanic Or Latino,Male,Unknown,5D,505,WASHINGTON,DC,279767016482517636328040562029894077429,144261777725213471851994980895818011055,38.923,-76.986,Weapons,2016,1,False
185616272920723574753370613649899325405,2016-01-04 22:10:00,DEFENDANT IN ARREST,Yes,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,22004504(A)(1)X(2001,19,3.0,Black,Not Hispanic Or Latino,Male,706,7D,708,WASHINGTON,DC,287208685735825785927364186685994784154,288328816737529924896628196143237096010,38.823,-77.006,Weapons,2016,1,False
185616272920723574753370613649899325405,2016-01-04 22:10:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,19,3.0,Black,Not Hispanic Or Latino,Male,706,7D,708,WASHINGTON,DC,287208685735825785927364186685994784154,288328816737529924896628196143237096010,38.823,-77.006,Weapons,2016,1,False
38043626126125093077698698459760572028,2016-01-04 22:29:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Felon In Possession,22DC4503A2,42,1.0,Black,Unknown,Male,603,6D,606,SUITLAND,MD,326841983249552075009725868846075316728,164221978581868832109383443838543663527,38.859,-76.96600000000001,Weapons,2016,1,False
195903226211755409268831382093685423690,2016-01-05 03:32:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,30,2.0,Black,Unknown,Male,104,5D,503,WASHINGTON,DC,310422640071560375525246238259021825254,179273445238286786599573062657391935861,38.915,-76.97399999999999,Failure to appear,2016,1,False
21279281918512798832943997244464759321,2016-01-05 06:17:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),26,2.0,White,Unknown,Female,OUT OF STATE,Unknown,Unknown,GAITHERSBURG,MD,175841038362617313095780394773207143526,83044874314829185091451096246825167867,,,Drugs,2016,1,False
172027280063282175694919458469697886623,2016-01-05 08:50:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,48,3.0,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,124278781955294024895185953996252573491,322548047954857783871985419499448122809,38.9,-76.979,Failure to appear,2016,1,False
172027280063282175694919458469697886623,2016-01-05 08:50:00,DEFENDANT IN ARREST,,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,48,3.0,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,124278781955294024895185953996252573491,322548047954857783871985419499448122809,38.9,-76.979,Failure to appear,2016,1,False
215899872051930619947034026512328342960,2016-01-05 10:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,24,7.0,Black,Not Hispanic Or Latino,Male,Unknown,6D,603,,,213394978357090454720380955355812362489,322941099296794594657707477068864136233,38.893,-76.95100000000001,Failure to appear,2016,1,False
234382462271372658647552598009515314943,2016-01-05 10:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),34,2.0,Black,Unknown,Female,604,6D,604,WASHINGTON,DC,78632409071405860657069858300454627898,244215023768974749984322008079112305774,38.884,-76.932,Assault,2016,1,False
196872666432246647910024293721541395924,2016-01-05 13:00:00,DEFENDANT IN ARREST,Yes,Homicide,Murder I,22DC2101-Y,37,2.0,Black,Not Hispanic Or Latino,Male,Unknown,Unknown,Unknown,WASHINGTON,DC,277422258890100027214180298850317886755,183414706269808127001651585586598065058,,,Homicide,2016,1,False
272559896358068125551343463569382023998,2016-01-05 14:52:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,57,2.0,Black,Unknown,Male,Unknown,3D,308,,WASHINGTON,265834853526067170567203169532514510194,100890480669032820860391944130447536218,38.911,-77.02199999999999,Drugs,2016,1,False
45709155815001109035907038550232528721,2016-01-05 15:17:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (theft From Building),"22DC3211,3212A",22,1.0,Black,Not Hispanic Or Latino,Female,603,3D,302,WASHINGTON,DC,330765918573869405332660611048751369587,241239165939665567736916385322474426515,38.929,-77.033,Theft,2016,1,False
52809510840155357061038287895221669557,2016-01-05 18:20:00,DEFENDANT IN ARREST,Yes,Sex Offenses,Second Degree Child Sex Abuse (sodomy),22DC3009.02,66,0.0,White,Hispanic Or Latino,Male,408,4D,408,WASHINGTON,DC,194656357425318007393685410584831487274,246681778378221491138426650073936547442,38.929,-77.03699999999999,Sex offense,2016,1,False
46886625959887874104852641950356691859,2016-01-05 19:40:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,27,16.0,Black,Unknown,Male,705,7D,704,WASHINGTON,DC,168665586908299177115568081636631421172,46580404163231053095062754314951999070,38.848,-76.979,Failure to appear,2016,1,False
282970374114893488728724654611247190299,2016-01-05 20:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,19,1.0,Black,Not Hispanic Or Latino,Male,608,5D,505,WASHINGTON,DC,56677839655370337698483952576383262894,113656757413230908248218561863389375380,38.921,-76.985,Weapons,2016,1,False
282970374114893488728724654611247190299,2016-01-05 20:00:00,DEFENDANT IN ARREST,,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,19,1.0,Black,Not Hispanic Or Latino,Male,608,5D,505,WASHINGTON,DC,56677839655370337698483952576383262894,113656757413230908248218561863389375380,38.921,-76.985,Weapons,2016,1,False
250538661453980752256186044540864733807,2016-01-05 20:40:00,DEFENDANT IN ARREST,Yes,Prostitution,Interstate/foreign Travel For Prostitution/sexual Activity By Coercion (assisting Or Promoting Prostitution),18USC02422A,34,0.0,White,Unknown,Male,OUT OF STATE,1D,102,LAUREL,DE,28394476322037580452960825878716420211,40138407191161798325465881471834277444,38.9,-77.01899999999999,Prostitution,2016,1,False
72568250240169725010836211146801414769,2016-01-05 21:03:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,26,14.0,Black,Not Hispanic Or Latino,Male,103,5D,506,WASHINGTON,D.C.,294386068906230942407233806770451451868,216385047976343607577187494688060333021,38.916,-76.98,Failure to appear,2016,1,False
123021718179444872675135388740835873158,2016-01-06 07:05:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,35,2.0,Black,Not Hispanic Or Latino,Male,103,1D,103,WASHINGTON,DC,310865282668649982374130546080789502536,333850799025893569001130111309962992782,38.899,-77.01100000000001,Failure to appear,2016,1,False
248902403876846032762546618815598289598,2016-01-06 14:57:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,37,6.0,Black,Unknown,Male,603,7D,705,WASHINGTON,DC,262220372543209468861772676224095688000,213015320421442352560628233179361809466,38.845,-76.997,Drugs,2016,1,False
307326044215881922644636707076588667739,2016-01-06 16:26:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,27,7.0,Black,Not Hispanic Or Latino,Male,706,7D,703,WASHINGTON,DC,96414927078536246923052215496942753246,259712888414621093520118302494303601561,38.863,-76.991,Drugs,2016,1,False
266289163360191468699822281365847940088,2016-01-06 17:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,60,3.0,Black,Not Hispanic Or Latino,Male,701,7D,701,WASHINGTON,DC,242792631790280306977404083523985828606,276198315185994738900206631154052848835,38.866,-76.982,Drugs,2016,1,False
159516420601472368210652671396307858440,2016-01-06 17:42:00,DEFENDANT IN ARREST,Yes,Robbery,"Robbery, Force & Violence",22DC2801,21,9.0,Black,Not Hispanic Or Latino,Male,703,1D,102,WASHINGTON,DC,197582078682257505279642281740936491298,95239445966358274366715568205844271019,38.894,-77.01899999999999,Robbery,2016,1,False
25138905221185394730593110070095227698,2016-01-06 18:16:00,DEFENDANT IN ARREST,Yes,Property Crimes,Unauthorized Use Of A Vehicle,22DC3215,53,3.0,Black,Not Hispanic Or Latino,Male,604,6D,604,WASHINGTON,DC,36520486342480267735567312403289803789,83086158518161046150545886647135071045,38.885999999999996,-76.928,Vehicle,2016,1,False
232466206008065882451055957671697173402,2016-01-06 20:00:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,31,0.0,White,Unknown,Female,108,1D,108,WASHINGTON,DC,110749820925104206064333275384852994910,114402748347598420796828448498942651742,38.88,-76.983,Weapons,2016,1,False
318261777189552765705174564316155998221,2016-01-06 20:30:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),24,11.0,Black,Unknown,Male,702,7D,706,WASHINGTON,DC,127252969739340796864584429225724821014,204692615367741894452564053269245502721,38.829,-76.993,Drugs,2016,1,False
313931337510901099673692990880724129504,2016-01-06 22:00:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,27,1.0,Black,Not Hispanic Or Latino,Female,308,3D,308,WASHINGTON,DC,109392396192884289242527737644256819995,217001217497203017922215750192784594625,38.908,-77.02199999999999,Burglary,2016,1,False
83693799185663324172904379280863622501,2016-01-06 22:00:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,23,12.0,Black,Not Hispanic Or Latino,Male,705,3D,308,WASHINGTON,DC,282210002950750580915419106059061570003,217001217497203017922215750192784594625,38.908,-77.02199999999999,Burglary,2016,1,False
79318025372135643028436719391738318581,2016-01-06 22:04:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),39,18.0,Black,Not Hispanic Or Latino,Female,608,6D,608,WASHINGTON,DC,77164599085605654985591214027226516570,7193874144691020518591645613576385043,38.893,-76.925,Assault,2016,1,False
82747723914055649960048013668298822072,2016-01-06 22:20:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Felon In Possession,22DC4503A2,58,3.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,105,WOODBRIDGE,VA,266962916177971856518733348564273419776,52607894082979246351989595379175348244,38.876999999999995,-77.013,Weapons,2016,1,False
123923485069411278277290766875875970981,2016-01-06 22:20:00,DEFENDANT IN ARREST,Yes,Homicide,Murder I,22DC2101-Y,58,3.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,105,WOODBRIDGE,VA,266962916177971856518733348564273419776,25133443103131256714709300328568355433,38.876999999999995,-77.013,Homicide,2016,1,False
123923485069411278277290766875875970981,2016-01-06 22:20:00,DEFENDANT IN ARREST,,Weapon Violations,Felon In Possession,22DC4503A2,58,3.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,105,WOODBRIDGE,VA,266962916177971856518733348564273419776,25133443103131256714709300328568355433,38.876999999999995,-77.013,Weapons,2016,1,False
309233762156548123406347519179832401214,2016-01-07 00:35:00,DEFENDANT IN ARREST,Yes,Offenses Against Family & Children,1st Degree Cruelty To Children,22DC1101A1-X,29,3.0,Black,Not Hispanic Or Latino,Female,Unknown,Unknown,Unknown,WASHINGTON,DC,191636402428472793703902201518073057537,235767382118082882730546222470995752481,38.827,-76.997,Cruelty to children,2016,1,False
205375248228309795996273778829291791848,2016-01-07 01:10:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),22,8.0,Black,Not Hispanic Or Latino,Male,703,7D,703,WASHINGTON,DC,79891874087909928483629051700022530418,128704679324065428805941304645080975840,,,Drugs,2016,1,False
40777813862772500726951164547006177649,2016-01-07 06:40:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,34,11.0,Black,Not Hispanic Or Latino,Male,502,5D,502,WASHINGTON,DC,263566851616737982672114318515513241234,142131814848949299759616090998828453243,38.925,-77.001,Robbery,2016,1,False
112533010130864832262905804050092879805,2016-01-07 07:05:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,24,5.0,Black,Unknown,Male,406,6D,605,WASHINGTON,DC,47047176766770324167384089837685873997,145449432511806900424022959814526431516,38.864000000000004,-76.94800000000001,Burglary,2016,1,False
152202360662154146724233859371485032538,2016-01-07 08:25:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,44,12.0,Black,Not Hispanic Or Latino,Female,603,6D,603,WASHINGTON,DC,195125758155366175954744910386887018600,134378653770689817371064000420209039398,38.891999999999996,-76.947,Failure to appear,2016,1,False
124732089485931880061887516888550777296,2016-01-07 09:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,56,3.0,Black,Not Hispanic Or Latino,Male,507,5D,507,WASHINGTON,DC,5411560924314380864253438449543951339,212342104751955478800284069047498620042,38.906,-76.977,Failure to appear,2016,1,False
11604014064881166616953941707387705141,2016-01-07 09:25:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,9.0,Black,Unknown,Male,705,7D,705,WASHINGTON,DC,194147944489066388489824603145944549399,274624879221650144325278441296098537059,38.844,-76.997,Failure to appear,2016,1,False
12875835510763769796539590048330096101,2016-01-07 15:45:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,9.0,Black,Not Hispanic Or Latino,Female,404,5D,503,GREENBELT,MD,108674213389945203526110808688965235148,126044400084446305118799579954102297116,,,Failure to appear,2016,1,False
181328556232576518781691179674817619701,2016-01-07 16:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,19,10.0,Black,Not Hispanic Or Latino,Male,608,6D,608,WASHINGTON,DC,208024149627542099968056705959775681842,259211254732451941815645557085652045136,38.894,-76.92399999999999,Drugs,2016,1,False
196499990295611873366884306612421536484,2016-01-07 16:40:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,23,1.0,Black,Not Hispanic Or Latino,Female,608,6D,608,WASHINGTON,DC,189202506390929945417367822219574403650,178497771672498139433795352343676020990,38.894,-76.925,Drugs,2016,1,False
179943993636409345328859343563572961314,2016-01-07 17:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),23,7.0,Black,Not Hispanic Or Latino,Male,OUT OF STATE,6D,608,OXON HILL,MD,314331885509362589009347625390769498127,118136840679300015422435137495981462178,38.89,-76.931,Assault,2016,1,False
